QuestionText,AnswerText,Tags
What's your preferred slippers for concert in summer?,streetwear black wool slippers,"slippers,streetwear,black,wool,concert,summer"
Describe a hat you would wear to wedding in summer.,formal pink wool hat,"hat,formal,pink,wool,wedding,summer"
What's your preferred hat for interview in spring?,formal purple denim hat,"hat,formal,purple,denim,interview,spring"
What jacket do you wear for wedding in summer?,bohemian beige wool jacket,"jacket,bohemian,beige,wool,wedding,summer"
What's your preferred coat for interview in autumn?,casual blue leather coat,"coat,casual,blue,leather,interview,autumn"
What slippers do you wear for festival in spring?,athleisure orange silk slippers,"slippers,athleisure,orange,silk,festival,spring"
Describe a shirt you would wear to festival in winter.,formal pink suede shirt,"shirt,formal,pink,suede,festival,winter"
What's your preferred hat for date night in winter?,vintage yellow suede hat,"hat,vintage,yellow,suede,date night,winter"
What loafers do you wear for formal in autumn?,preppy blue leather loafers,"loafers,preppy,blue,leather,formal,autumn"
Describe a pants you would wear to indoor in summer.,minimalist red wool pants,"pants,minimalist,red,wool,indoor,summer"
Which pants is your choice for party during spring?,vintage blue nylon pants,"pants,vintage,blue,nylon,party,spring"
What's your preferred loafers for casual in summer?,athleisure orange silk loafers,"loafers,athleisure,orange,silk,casual,summer"
Which coat is your choice for beach during autumn?,athleisure blue cotton coat,"coat,athleisure,blue,cotton,beach,autumn"
Describe a jewelry you would wear to indoor in summer.,vintage purple cotton jewelry,"jewelry,vintage,purple,cotton,indoor,summer"
What's your preferred suit for concert in summer?,bohemian orange silk suit,"suit,bohemian,orange,silk,concert,summer"
Which bag is your choice for beach during winter?,minimalist blue wool bag,"bag,minimalist,blue,wool,beach,winter"
What's your preferred hoodie for travel in spring?,preppy blue denim hoodie,"hoodie,preppy,blue,denim,travel,spring"
What boots do you wear for gym in autumn?,minimalist red wool boots,"boots,minimalist,red,wool,gym,autumn"
What jeans do you wear for party in summer?,vintage red cotton jeans,"jeans,vintage,red,cotton,party,summer"
Which sneakers is your choice for work during winter?,vintage pink linen sneakers,"sneakers,vintage,pink,linen,work,winter"
What's your preferred hoodie for formal in winter?,grunge green suede hoodie,"hoodie,grunge,green,suede,formal,winter"
Describe a hat you would wear to outdoor in summer.,preppy beige silk hat,"hat,preppy,beige,silk,outdoor,summer"
What shirt do you wear for festival in autumn?,punk green cotton shirt,"shirt,punk,green,cotton,festival,autumn"
What's your preferred sandals for concert in summer?,casual beige denim sandals,"sandals,casual,beige,denim,concert,summer"
What's your preferred skirt for outdoor in autumn?,casual beige linen skirt,"skirt,casual,beige,linen,outdoor,autumn"
What hoodie do you wear for party in spring?,bohemian pink linen hoodie,"hoodie,bohemian,pink,linen,party,spring"
What's your preferred sandals for concert in summer?,preppy gray wool sandals,"sandals,preppy,gray,wool,concert,summer"
What's your preferred jeans for gym in winter?,grunge orange silk jeans,"jeans,grunge,orange,silk,gym,winter"
Describe a jewelry you would wear to formal in autumn.,preppy green suede jewelry,"jewelry,preppy,green,suede,formal,autumn"
What's your preferred hoodie for wedding in winter?,athleisure gray cotton hoodie,"hoodie,athleisure,gray,cotton,wedding,winter"
What's your preferred loafers for interview in spring?,preppy orange velvet loafers,"loafers,preppy,orange,velvet,interview,spring"
What's your preferred belt for formal in winter?,casual orange polyester belt,"belt,casual,orange,polyester,formal,winter"
Which trousers is your choice for formal during autumn?,vintage green polyester trousers,"trousers,vintage,green,polyester,formal,autumn"
Describe a skirt you would wear to party in spring.,athleisure beige linen skirt,"skirt,athleisure,beige,linen,party,spring"
What's your preferred flats for indoor in winter?,bohemian beige linen flats,"flats,bohemian,beige,linen,indoor,winter"
What jewelry do you wear for casual in autumn?,punk white linen jewelry,"jewelry,punk,white,linen,casual,autumn"
What's your preferred bag for party in autumn?,minimalist blue velvet bag,"bag,minimalist,blue,velvet,party,autumn"
What's your preferred heels for wedding in summer?,minimalist pink polyester heels,"heels,minimalist,pink,polyester,wedding,summer"
Which dress is your choice for interview during summer?,minimalist purple velvet dress,"dress,minimalist,purple,velvet,interview,summer"
Describe a jewelry you would wear to casual in winter.,formal brown nylon jewelry,"jewelry,formal,brown,nylon,casual,winter"
Which dress is your choice for casual during summer?,punk beige silk dress,"dress,punk,beige,silk,casual,summer"
What's your preferred hat for gym in autumn?,punk brown linen hat,"hat,punk,brown,linen,gym,autumn"
What hoodie do you wear for travel in autumn?,casual pink leather hoodie,"hoodie,casual,pink,leather,travel,autumn"
Describe a suit you would wear to travel in winter.,formal black wool suit,"suit,formal,black,wool,travel,winter"
What's your preferred trousers for formal in summer?,athleisure red denim trousers,"trousers,athleisure,red,denim,formal,summer"
Describe a blouse you would wear to interview in autumn.,streetwear beige denim blouse,"blouse,streetwear,beige,denim,interview,autumn"
Which bag is your choice for date night during spring?,preppy beige linen bag,"bag,preppy,beige,linen,date night,spring"
What's your preferred t-shirt for formal in autumn?,athleisure brown leather t-shirt,"t-shirt,athleisure,brown,leather,formal,autumn"
Which hoodie is your choice for party during autumn?,bohemian black wool hoodie,"hoodie,bohemian,black,wool,party,autumn"
What skirt do you wear for festival in autumn?,vintage brown leather skirt,"skirt,vintage,brown,leather,festival,autumn"
What t-shirt do you wear for formal in winter?,preppy brown silk t-shirt,"t-shirt,preppy,brown,silk,formal,winter"
Describe a oxfords you would wear to beach in spring.,grunge gray polyester oxfords,"oxfords,grunge,gray,polyester,beach,spring"
What's your preferred sandals for casual in summer?,punk beige wool sandals,"sandals,punk,beige,wool,casual,summer"
What pants do you wear for date night in spring?,preppy green suede pants,"pants,preppy,green,suede,date night,spring"
What jewelry do you wear for beach in spring?,bohemian yellow denim jewelry,"jewelry,bohemian,yellow,denim,beach,spring"
Which blazer is your choice for concert during summer?,bohemian green velvet blazer,"blazer,bohemian,green,velvet,concert,summer"
What skirt do you wear for beach in summer?,streetwear purple linen skirt,"skirt,streetwear,purple,linen,beach,summer"
Describe a coat you would wear to travel in spring.,minimalist blue polyester coat,"coat,minimalist,blue,polyester,travel,spring"
What hoodie do you wear for concert in summer?,grunge red suede hoodie,"hoodie,grunge,red,suede,concert,summer"
Which suit is your choice for party during winter?,streetwear blue denim suit,"suit,streetwear,blue,denim,party,winter"
What slippers do you wear for interview in autumn?,minimalist orange polyester slippers,"slippers,minimalist,orange,polyester,interview,autumn"
What's your preferred oxfords for beach in autumn?,casual green nylon oxfords,"oxfords,casual,green,nylon,beach,autumn"
Which heels is your choice for formal during autumn?,casual blue denim heels,"heels,casual,blue,denim,formal,autumn"
Which shirt is your choice for indoor during autumn?,vintage orange cotton shirt,"shirt,vintage,orange,cotton,indoor,autumn"
Describe a scarf you would wear to work in spring.,minimalist beige leather scarf,"scarf,minimalist,beige,leather,work,spring"
Describe a suit you would wear to dinner in winter.,formal brown linen suit,"suit,formal,brown,linen,dinner,winter"
What hoodie do you wear for interview in spring?,minimalist white velvet hoodie,"hoodie,minimalist,white,velvet,interview,spring"
What's your preferred sandals for wedding in winter?,streetwear white leather sandals,"sandals,streetwear,white,leather,wedding,winter"
What jeans do you wear for formal in summer?,casual pink nylon jeans,"jeans,casual,pink,nylon,formal,summer"
What's your preferred belt for festival in autumn?,vintage brown velvet belt,"belt,vintage,brown,velvet,festival,autumn"
What blazer do you wear for work in summer?,athleisure brown nylon blazer,"blazer,athleisure,brown,nylon,work,summer"
What bag do you wear for party in spring?,streetwear pink silk bag,"bag,streetwear,pink,silk,party,spring"
What sandals do you wear for beach in autumn?,vintage pink polyester sandals,"sandals,vintage,pink,polyester,beach,autumn"
What flats do you wear for outdoor in winter?,punk black silk flats,"flats,punk,black,silk,outdoor,winter"
What's your preferred oxfords for outdoor in spring?,minimalist red nylon oxfords,"oxfords,minimalist,red,nylon,outdoor,spring"
Which jewelry is your choice for work during winter?,bohemian blue velvet jewelry,"jewelry,bohemian,blue,velvet,work,winter"
Describe a flats you would wear to indoor in autumn.,minimalist red linen flats,"flats,minimalist,red,linen,indoor,autumn"
Describe a skirt you would wear to festival in spring.,vintage gray polyester skirt,"skirt,vintage,gray,polyester,festival,spring"
What's your preferred sweater for wedding in spring?,punk black suede sweater,"sweater,punk,black,suede,wedding,spring"
What jacket do you wear for travel in summer?,casual red nylon jacket,"jacket,casual,red,nylon,travel,summer"
Describe a belt you would wear to festival in spring.,punk white silk belt,"belt,punk,white,silk,festival,spring"
What's your preferred bag for travel in summer?,minimalist orange cotton bag,"bag,minimalist,orange,cotton,travel,summer"
Which loafers is your choice for dinner during winter?,streetwear purple nylon loafers,"loafers,streetwear,purple,nylon,dinner,winter"
What's your preferred sneakers for dinner in spring?,formal yellow velvet sneakers,"sneakers,formal,yellow,velvet,dinner,spring"
What's your preferred dress for indoor in winter?,streetwear orange cotton dress,"dress,streetwear,orange,cotton,indoor,winter"
What shirt do you wear for formal in summer?,grunge orange nylon shirt,"shirt,grunge,orange,nylon,formal,summer"
What sandals do you wear for concert in autumn?,punk gray silk sandals,"sandals,punk,gray,silk,concert,autumn"
Describe a slippers you would wear to beach in spring.,formal orange denim slippers,"slippers,formal,orange,denim,beach,spring"
Describe a pants you would wear to interview in autumn.,preppy purple nylon pants,"pants,preppy,purple,nylon,interview,autumn"
What's your preferred oxfords for casual in summer?,minimalist gray velvet oxfords,"oxfords,minimalist,gray,velvet,casual,summer"
Which oxfords is your choice for festival during autumn?,grunge purple leather oxfords,"oxfords,grunge,purple,leather,festival,autumn"
Which boots is your choice for date night during winter?,punk red wool boots,"boots,punk,red,wool,date night,winter"
What's your preferred t-shirt for casual in spring?,vintage black cotton t-shirt,"t-shirt,vintage,black,cotton,casual,spring"
Describe a oxfords you would wear to gym in spring.,punk beige silk oxfords,"oxfords,punk,beige,silk,gym,spring"
What's your preferred shirt for beach in autumn?,streetwear blue silk shirt,"shirt,streetwear,blue,silk,beach,autumn"
What's your preferred sandals for formal in autumn?,preppy beige cotton sandals,"sandals,preppy,beige,cotton,formal,autumn"
Describe a oxfords you would wear to beach in winter.,punk orange leather oxfords,"oxfords,punk,orange,leather,beach,winter"
What's your preferred shorts for festival in spring?,casual gray wool shorts,"shorts,casual,gray,wool,festival,spring"
Which suit is your choice for party during spring?,formal beige silk suit,"suit,formal,beige,silk,party,spring"
What blouse do you wear for date night in summer?,grunge brown suede blouse,"blouse,grunge,brown,suede,date night,summer"
Describe a shirt you would wear to formal in winter.,preppy white leather shirt,"shirt,preppy,white,leather,formal,winter"
What suit do you wear for dinner in autumn?,formal brown silk suit,"suit,formal,brown,silk,dinner,autumn"
Which bag is your choice for work during autumn?,casual orange velvet bag,"bag,casual,orange,velvet,work,autumn"
Describe a jacket you would wear to gym in winter.,minimalist blue wool jacket,"jacket,minimalist,blue,wool,gym,winter"
What's your preferred pants for interview in summer?,vintage black wool pants,"pants,vintage,black,wool,interview,summer"
What sandals do you wear for indoor in winter?,bohemian white linen sandals,"sandals,bohemian,white,linen,indoor,winter"
Describe a jeans you would wear to dinner in spring.,vintage red denim jeans,"jeans,vintage,red,denim,dinner,spring"
What oxfords do you wear for formal in spring?,athleisure yellow suede oxfords,"oxfords,athleisure,yellow,suede,formal,spring"
Which trousers is your choice for party during autumn?,casual gray silk trousers,"trousers,casual,gray,silk,party,autumn"
What loafers do you wear for concert in summer?,preppy blue nylon loafers,"loafers,preppy,blue,nylon,concert,summer"
Which suit is your choice for party during winter?,vintage brown denim suit,"suit,vintage,brown,denim,party,winter"
What's your preferred t-shirt for outdoor in summer?,formal blue nylon t-shirt,"t-shirt,formal,blue,nylon,outdoor,summer"
What jeans do you wear for dinner in winter?,minimalist white silk jeans,"jeans,minimalist,white,silk,dinner,winter"
Describe a sweater you would wear to indoor in autumn.,casual yellow suede sweater,"sweater,casual,yellow,suede,indoor,autumn"
Which sneakers is your choice for party during summer?,minimalist beige denim sneakers,"sneakers,minimalist,beige,denim,party,summer"
What belt do you wear for casual in autumn?,minimalist orange velvet belt,"belt,minimalist,orange,velvet,casual,autumn"
Describe a sneakers you would wear to indoor in autumn.,streetwear orange nylon sneakers,"sneakers,streetwear,orange,nylon,indoor,autumn"
Describe a sweater you would wear to interview in spring.,streetwear pink nylon sweater,"sweater,streetwear,pink,nylon,interview,spring"
What's your preferred skirt for outdoor in winter?,casual purple velvet skirt,"skirt,casual,purple,velvet,outdoor,winter"
What's your preferred oxfords for interview in winter?,grunge white nylon oxfords,"oxfords,grunge,white,nylon,interview,winter"
Describe a slippers you would wear to outdoor in winter.,grunge black linen slippers,"slippers,grunge,black,linen,outdoor,winter"
Which suit is your choice for casual during autumn?,athleisure white wool suit,"suit,athleisure,white,wool,casual,autumn"
What's your preferred sweater for outdoor in autumn?,vintage purple suede sweater,"sweater,vintage,purple,suede,outdoor,autumn"
What coat do you wear for date night in spring?,athleisure orange linen coat,"coat,athleisure,orange,linen,date night,spring"
What coat do you wear for indoor in winter?,bohemian blue linen coat,"coat,bohemian,blue,linen,indoor,winter"
Describe a coat you would wear to wedding in autumn.,vintage white denim coat,"coat,vintage,white,denim,wedding,autumn"
What coat do you wear for travel in summer?,vintage brown suede coat,"coat,vintage,brown,suede,travel,summer"
What jacket do you wear for work in spring?,minimalist green nylon jacket,"jacket,minimalist,green,nylon,work,spring"
What jacket do you wear for festival in summer?,formal blue wool jacket,"jacket,formal,blue,wool,festival,summer"
Describe a suit you would wear to travel in summer.,minimalist pink velvet suit,"suit,minimalist,pink,velvet,travel,summer"
Which blouse is your choice for date night during autumn?,vintage red polyester blouse,"blouse,vintage,red,polyester,date night,autumn"
Describe a shorts you would wear to dinner in autumn.,grunge gray wool shorts,"shorts,grunge,gray,wool,dinner,autumn"
Describe a suit you would wear to wedding in summer.,athleisure purple cotton suit,"suit,athleisure,purple,cotton,wedding,summer"
What trousers do you wear for interview in winter?,bohemian brown linen trousers,"trousers,bohemian,brown,linen,interview,winter"
Which trousers is your choice for formal during autumn?,minimalist black silk trousers,"trousers,minimalist,black,silk,formal,autumn"
What's your preferred coat for work in spring?,casual brown cotton coat,"coat,casual,brown,cotton,work,spring"
Which hat is your choice for dinner during spring?,preppy brown linen hat,"hat,preppy,brown,linen,dinner,spring"
What's your preferred suit for date night in summer?,formal green polyester suit,"suit,formal,green,polyester,date night,summer"
Which scarf is your choice for outdoor during winter?,punk blue denim scarf,"scarf,punk,blue,denim,outdoor,winter"
What shirt do you wear for wedding in spring?,preppy purple linen shirt,"shirt,preppy,purple,linen,wedding,spring"
What's your preferred sneakers for formal in winter?,punk red wool sneakers,"sneakers,punk,red,wool,formal,winter"
Describe a scarf you would wear to wedding in spring.,vintage orange silk scarf,"scarf,vintage,orange,silk,wedding,spring"
Describe a flats you would wear to wedding in winter.,bohemian beige denim flats,"flats,bohemian,beige,denim,wedding,winter"
What sneakers do you wear for indoor in winter?,formal beige polyester sneakers,"sneakers,formal,beige,polyester,indoor,winter"
What flats do you wear for indoor in spring?,casual red leather flats,"flats,casual,red,leather,indoor,spring"
Which trousers is your choice for travel during summer?,streetwear pink denim trousers,"trousers,streetwear,pink,denim,travel,summer"
What blazer do you wear for wedding in summer?,vintage purple suede blazer,"blazer,vintage,purple,suede,wedding,summer"
What blouse do you wear for party in spring?,casual pink cotton blouse,"blouse,casual,pink,cotton,party,spring"
Which scarf is your choice for outdoor during spring?,grunge red silk scarf,"scarf,grunge,red,silk,outdoor,spring"
What sweater do you wear for travel in autumn?,grunge gray cotton sweater,"sweater,grunge,gray,cotton,travel,autumn"
What slippers do you wear for travel in spring?,bohemian gray leather slippers,"slippers,bohemian,gray,leather,travel,spring"
What jeans do you wear for formal in spring?,minimalist gray cotton jeans,"jeans,minimalist,gray,cotton,formal,spring"
What's your preferred shorts for dinner in winter?,bohemian pink leather shorts,"shorts,bohemian,pink,leather,dinner,winter"
Describe a flats you would wear to outdoor in spring.,minimalist yellow polyester flats,"flats,minimalist,yellow,polyester,outdoor,spring"
Which blazer is your choice for travel during spring?,casual green cotton blazer,"blazer,casual,green,cotton,travel,spring"
Which blazer is your choice for date night during winter?,streetwear black suede blazer,"blazer,streetwear,black,suede,date night,winter"
Describe a jeans you would wear to indoor in autumn.,casual blue suede jeans,"jeans,casual,blue,suede,indoor,autumn"
What oxfords do you wear for wedding in summer?,formal gray velvet oxfords,"oxfords,formal,gray,velvet,wedding,summer"
Which t-shirt is your choice for concert during spring?,minimalist orange silk t-shirt,"t-shirt,minimalist,orange,silk,concert,spring"
Describe a slippers you would wear to party in autumn.,grunge black nylon slippers,"slippers,grunge,black,nylon,party,autumn"
What's your preferred jewelry for casual in spring?,punk pink nylon jewelry,"jewelry,punk,pink,nylon,casual,spring"
What scarf do you wear for date night in summer?,formal white nylon scarf,"scarf,formal,white,nylon,date night,summer"
What sweater do you wear for date night in autumn?,preppy red silk sweater,"sweater,preppy,red,silk,date night,autumn"
Which blazer is your choice for gym during winter?,bohemian red denim blazer,"blazer,bohemian,red,denim,gym,winter"
Describe a scarf you would wear to interview in autumn.,athleisure beige velvet scarf,"scarf,athleisure,beige,velvet,interview,autumn"
Describe a heels you would wear to gym in summer.,formal blue wool heels,"heels,formal,blue,wool,gym,summer"
What heels do you wear for travel in winter?,athleisure gray velvet heels,"heels,athleisure,gray,velvet,travel,winter"
What coat do you wear for date night in spring?,formal beige nylon coat,"coat,formal,beige,nylon,date night,spring"
Describe a sweater you would wear to travel in spring.,minimalist blue linen sweater,"sweater,minimalist,blue,linen,travel,spring"
Which bag is your choice for concert during winter?,punk gray cotton bag,"bag,punk,gray,cotton,concert,winter"
What's your preferred heels for interview in autumn?,punk pink wool heels,"heels,punk,pink,wool,interview,autumn"
Which hoodie is your choice for interview during autumn?,bohemian black silk hoodie,"hoodie,bohemian,black,silk,interview,autumn"
What's your preferred slippers for wedding in summer?,athleisure pink polyester slippers,"slippers,athleisure,pink,polyester,wedding,summer"
Which shirt is your choice for outdoor during winter?,formal gray linen shirt,"shirt,formal,gray,linen,outdoor,winter"
What dress do you wear for wedding in spring?,casual yellow velvet dress,"dress,casual,yellow,velvet,wedding,spring"
Describe a loafers you would wear to concert in winter.,athleisure blue suede loafers,"loafers,athleisure,blue,suede,concert,winter"
What flats do you wear for formal in summer?,bohemian blue polyester flats,"flats,bohemian,blue,polyester,formal,summer"
Which boots is your choice for date night during winter?,athleisure gray suede boots,"boots,athleisure,gray,suede,date night,winter"
What shorts do you wear for work in spring?,vintage purple leather shorts,"shorts,vintage,purple,leather,work,spring"
Describe a blouse you would wear to dinner in autumn.,formal blue polyester blouse,"blouse,formal,blue,polyester,dinner,autumn"
Which dress is your choice for interview during winter?,casual beige nylon dress,"dress,casual,beige,nylon,interview,winter"
What's your preferred loafers for date night in autumn?,streetwear purple wool loafers,"loafers,streetwear,purple,wool,date night,autumn"
Describe a jacket you would wear to dinner in spring.,bohemian beige cotton jacket,"jacket,bohemian,beige,cotton,dinner,spring"
What's your preferred belt for concert in spring?,bohemian purple velvet belt,"belt,bohemian,purple,velvet,concert,spring"
Describe a slippers you would wear to travel in winter.,preppy beige suede slippers,"slippers,preppy,beige,suede,travel,winter"
Describe a slippers you would wear to gym in autumn.,punk black cotton slippers,"slippers,punk,black,cotton,gym,autumn"
Which blouse is your choice for beach during winter?,minimalist white leather blouse,"blouse,minimalist,white,leather,beach,winter"
What pants do you wear for work in spring?,bohemian orange linen pants,"pants,bohemian,orange,linen,work,spring"
Which dress is your choice for dinner during autumn?,grunge gray linen dress,"dress,grunge,gray,linen,dinner,autumn"
Which hoodie is your choice for outdoor during autumn?,minimalist pink cotton hoodie,"hoodie,minimalist,pink,cotton,outdoor,autumn"
Which flats is your choice for interview during spring?,punk red denim flats,"flats,punk,red,denim,interview,spring"
What sandals do you wear for casual in autumn?,formal brown linen sandals,"sandals,formal,brown,linen,casual,autumn"
Describe a loafers you would wear to festival in autumn.,grunge gray denim loafers,"loafers,grunge,gray,denim,festival,autumn"
What shirt do you wear for formal in autumn?,minimalist purple velvet shirt,"shirt,minimalist,purple,velvet,formal,autumn"
What heels do you wear for outdoor in winter?,minimalist beige wool heels,"heels,minimalist,beige,wool,outdoor,winter"
What's your preferred blouse for party in autumn?,bohemian purple polyester blouse,"blouse,bohemian,purple,polyester,party,autumn"
What belt do you wear for date night in winter?,vintage gray wool belt,"belt,vintage,gray,wool,date night,winter"
Which sneakers is your choice for beach during autumn?,preppy white velvet sneakers,"sneakers,preppy,white,velvet,beach,autumn"
Which pants is your choice for date night during summer?,bohemian yellow suede pants,"pants,bohemian,yellow,suede,date night,summer"
Describe a jacket you would wear to dinner in spring.,athleisure blue cotton jacket,"jacket,athleisure,blue,cotton,dinner,spring"
What coat do you wear for outdoor in autumn?,bohemian beige suede coat,"coat,bohemian,beige,suede,outdoor,autumn"
Which jacket is your choice for interview during autumn?,minimalist yellow nylon jacket,"jacket,minimalist,yellow,nylon,interview,autumn"
Which jeans is your choice for casual during spring?,minimalist orange suede jeans,"jeans,minimalist,orange,suede,casual,spring"
What belt do you wear for concert in winter?,formal gray polyester belt,"belt,formal,gray,polyester,concert,winter"
Describe a coat you would wear to casual in winter.,punk white leather coat,"coat,punk,white,leather,casual,winter"
Describe a loafers you would wear to party in autumn.,minimalist beige silk loafers,"loafers,minimalist,beige,silk,party,autumn"
What jacket do you wear for indoor in summer?,vintage purple nylon jacket,"jacket,vintage,purple,nylon,indoor,summer"
What's your preferred blouse for party in autumn?,minimalist pink wool blouse,"blouse,minimalist,pink,wool,party,autumn"
What flats do you wear for beach in winter?,streetwear pink cotton flats,"flats,streetwear,pink,cotton,beach,winter"
What scarf do you wear for indoor in summer?,athleisure black leather scarf,"scarf,athleisure,black,leather,indoor,summer"
Describe a jeans you would wear to date night in winter.,bohemian gray suede jeans,"jeans,bohemian,gray,suede,date night,winter"
Which heels is your choice for travel during autumn?,bohemian black cotton heels,"heels,bohemian,black,cotton,travel,autumn"
Describe a heels you would wear to wedding in autumn.,athleisure white silk heels,"heels,athleisure,white,silk,wedding,autumn"
Describe a blazer you would wear to gym in spring.,streetwear blue silk blazer,"blazer,streetwear,blue,silk,gym,spring"
Which jeans is your choice for formal during winter?,bohemian black denim jeans,"jeans,bohemian,black,denim,formal,winter"
Which jewelry is your choice for work during autumn?,minimalist black polyester jewelry,"jewelry,minimalist,black,polyester,work,autumn"
Which heels is your choice for casual during summer?,casual gray cotton heels,"heels,casual,gray,cotton,casual,summer"
What belt do you wear for date night in winter?,athleisure beige cotton belt,"belt,athleisure,beige,cotton,date night,winter"
Which sweater is your choice for beach during winter?,minimalist brown cotton sweater,"sweater,minimalist,brown,cotton,beach,winter"
Which boots is your choice for date night during summer?,preppy orange silk boots,"boots,preppy,orange,silk,date night,summer"
What hoodie do you wear for beach in winter?,bohemian brown silk hoodie,"hoodie,bohemian,brown,silk,beach,winter"
Which hat is your choice for formal during summer?,grunge green velvet hat,"hat,grunge,green,velvet,formal,summer"
Which hoodie is your choice for formal during summer?,punk red wool hoodie,"hoodie,punk,red,wool,formal,summer"
What sweater do you wear for work in summer?,formal black leather sweater,"sweater,formal,black,leather,work,summer"
Which scarf is your choice for wedding during summer?,casual yellow cotton scarf,"scarf,casual,yellow,cotton,wedding,summer"
Describe a bag you would wear to outdoor in spring.,vintage gray denim bag,"bag,vintage,gray,denim,outdoor,spring"
What boots do you wear for concert in summer?,minimalist yellow wool boots,"boots,minimalist,yellow,wool,concert,summer"
What shirt do you wear for indoor in winter?,punk purple velvet shirt,"shirt,punk,purple,velvet,indoor,winter"
Which blazer is your choice for wedding during winter?,punk red velvet blazer,"blazer,punk,red,velvet,wedding,winter"
Which coat is your choice for beach during autumn?,vintage brown cotton coat,"coat,vintage,brown,cotton,beach,autumn"
Which jewelry is your choice for party during winter?,bohemian orange denim jewelry,"jewelry,bohemian,orange,denim,party,winter"
What blouse do you wear for wedding in winter?,preppy pink silk blouse,"blouse,preppy,pink,silk,wedding,winter"
What boots do you wear for casual in spring?,bohemian yellow velvet boots,"boots,bohemian,yellow,velvet,casual,spring"
What's your preferred loafers for interview in autumn?,athleisure blue velvet loafers,"loafers,athleisure,blue,velvet,interview,autumn"
Describe a suit you would wear to wedding in autumn.,punk green denim suit,"suit,punk,green,denim,wedding,autumn"
What shorts do you wear for work in winter?,athleisure orange linen shorts,"shorts,athleisure,orange,linen,work,winter"
What boots do you wear for gym in spring?,preppy white cotton boots,"boots,preppy,white,cotton,gym,spring"
What jacket do you wear for work in spring?,athleisure gray suede jacket,"jacket,athleisure,gray,suede,work,spring"
What slippers do you wear for festival in summer?,preppy white velvet slippers,"slippers,preppy,white,velvet,festival,summer"
Describe a suit you would wear to outdoor in summer.,grunge purple suede suit,"suit,grunge,purple,suede,outdoor,summer"
Which jacket is your choice for date night during summer?,formal purple linen jacket,"jacket,formal,purple,linen,date night,summer"
Describe a loafers you would wear to casual in spring.,minimalist purple wool loafers,"loafers,minimalist,purple,wool,casual,spring"
Describe a suit you would wear to dinner in spring.,casual blue cotton suit,"suit,casual,blue,cotton,dinner,spring"
What boots do you wear for party in summer?,punk blue wool boots,"boots,punk,blue,wool,party,summer"
Which dress is your choice for beach during summer?,athleisure orange polyester dress,"dress,athleisure,orange,polyester,beach,summer"
Describe a hat you would wear to dinner in autumn.,grunge gray linen hat,"hat,grunge,gray,linen,dinner,autumn"
Describe a suit you would wear to wedding in winter.,punk black suede suit,"suit,punk,black,suede,wedding,winter"
What slippers do you wear for interview in autumn?,grunge pink nylon slippers,"slippers,grunge,pink,nylon,interview,autumn"
Describe a shorts you would wear to date night in spring.,casual blue leather shorts,"shorts,casual,blue,leather,date night,spring"
What blouse do you wear for casual in winter?,streetwear brown wool blouse,"blouse,streetwear,brown,wool,casual,winter"
Which sweater is your choice for party during autumn?,grunge black velvet sweater,"sweater,grunge,black,velvet,party,autumn"
Describe a jacket you would wear to concert in autumn.,bohemian black wool jacket,"jacket,bohemian,black,wool,concert,autumn"
Describe a sneakers you would wear to festival in autumn.,preppy brown polyester sneakers,"sneakers,preppy,brown,polyester,festival,autumn"
What's your preferred jeans for party in autumn?,grunge brown suede jeans,"jeans,grunge,brown,suede,party,autumn"
Describe a loafers you would wear to outdoor in winter.,vintage black denim loafers,"loafers,vintage,black,denim,outdoor,winter"
What loafers do you wear for formal in autumn?,preppy red velvet loafers,"loafers,preppy,red,velvet,formal,autumn"
What's your preferred hoodie for gym in spring?,preppy red silk hoodie,"hoodie,preppy,red,silk,gym,spring"
Which hoodie is your choice for interview during summer?,preppy white suede hoodie,"hoodie,preppy,white,suede,interview,summer"
What's your preferred trousers for outdoor in summer?,athleisure blue silk trousers,"trousers,athleisure,blue,silk,outdoor,summer"
Which jewelry is your choice for party during summer?,streetwear purple denim jewelry,"jewelry,streetwear,purple,denim,party,summer"
Which belt is your choice for casual during summer?,formal pink denim belt,"belt,formal,pink,denim,casual,summer"
Which sweater is your choice for beach during summer?,vintage purple nylon sweater,"sweater,vintage,purple,nylon,beach,summer"
Which hat is your choice for beach during winter?,preppy beige leather hat,"hat,preppy,beige,leather,beach,winter"
Which blazer is your choice for dinner during spring?,vintage green nylon blazer,"blazer,vintage,green,nylon,dinner,spring"
Which sneakers is your choice for date night during spring?,preppy red suede sneakers,"sneakers,preppy,red,suede,date night,spring"
Which blazer is your choice for dinner during summer?,punk pink suede blazer,"blazer,punk,pink,suede,dinner,summer"
Which jeans is your choice for beach during spring?,streetwear purple suede jeans,"jeans,streetwear,purple,suede,beach,spring"
Describe a belt you would wear to work in spring.,grunge white linen belt,"belt,grunge,white,linen,work,spring"
What's your preferred sandals for festival in autumn?,punk white nylon sandals,"sandals,punk,white,nylon,festival,autumn"
Which belt is your choice for formal during spring?,grunge white leather belt,"belt,grunge,white,leather,formal,spring"
Describe a hat you would wear to wedding in autumn.,punk gray suede hat,"hat,punk,gray,suede,wedding,autumn"
What's your preferred slippers for work in summer?,formal orange polyester slippers,"slippers,formal,orange,polyester,work,summer"
